scenario_id,agent_id,original_case_id,income_tier,ideology,offer_amount,opposing_sponsor,stimulus_text
agent_059_500000,agent_059,382868.0,Middle Income ($50k-$90k),Conservative,"$500,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_060_500,agent_060,218414.0,High Income (>$200k),Liberal,$500,The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $500. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_060_5000,agent_060,218414.0,High Income (>$200k),Liberal,"$5,000",The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $5,000. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_060_500000,agent_060,218414.0,High Income (>$200k),Liberal,"$500,000",The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $500,000. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_061_500,agent_061,202193.0,High Income (>$200k),Conservative,$500,The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_061_5000,agent_061,202193.0,High Income (>$200k),Conservative,"$5,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $5,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_061_500000,agent_061,202193.0,High Income (>$200k),Conservative,"$500,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_062_500,agent_062,206557.0,High Income (>$200k),Liberal,$500,The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $500. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_062_5000,agent_062,206557.0,High Income (>$200k),Liberal,"$5,000",The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $5,000. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_062_500000,agent_062,206557.0,High Income (>$200k),Liberal,"$500,000",The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $500,000. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_063_500,agent_063,334906.0,High Income (>$200k),Liberal,$500,The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $500. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_063_5000,agent_063,334906.0,High Income (>$200k),Liberal,"$5,000",The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $5,000. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_063_500000,agent_063,334906.0,High Income (>$200k),Liberal,"$500,000",The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $500,000. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_064_500,agent_064,142178.0,High Income (>$200k),Conservative,$500,The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_064_5000,agent_064,142178.0,High Income (>$200k),Conservative,"$5,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $5,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_064_500000,agent_064,142178.0,High Income (>$200k),Conservative,"$500,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_065_500,agent_065,141467.0,High Income (>$200k),Liberal,$500,The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $500. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_065_5000,agent_065,141467.0,High Income (>$200k),Liberal,"$5,000",The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $5,000. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_065_500000,agent_065,141467.0,High Income (>$200k),Liberal,"$500,000",The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $500,000. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_066_500,agent_066,141203.0,High Income (>$200k),Conservative,$500,The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_066_5000,agent_066,141203.0,High Income (>$200k),Conservative,"$5,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $5,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_066_500000,agent_066,141203.0,High Income (>$200k),Conservative,"$500,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_067_500,agent_067,142545.0,High Income (>$200k),Conservative,$500,The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_067_5000,agent_067,142545.0,High Income (>$200k),Conservative,"$5,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $5,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_067_500000,agent_067,142545.0,High Income (>$200k),Conservative,"$500,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_068_500,agent_068,141207.0,High Income (>$200k),Liberal,$500,The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $500. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_068_5000,agent_068,141207.0,High Income (>$200k),Liberal,"$5,000",The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $5,000. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_068_500000,agent_068,141207.0,High Income (>$200k),Liberal,"$500,000",The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $500,000. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_069_500,agent_069,229301.0,High Income (>$200k),Conservative,$500,The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_069_5000,agent_069,229301.0,High Income (>$200k),Conservative,"$5,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $5,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_069_500000,agent_069,229301.0,High Income (>$200k),Conservative,"$500,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_070_500,agent_070,141386.0,High Income (>$200k),Conservative,$500,The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_070_5000,agent_070,141386.0,High Income (>$200k),Conservative,"$5,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $5,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_070_500000,agent_070,141386.0,High Income (>$200k),Conservative,"$500,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_071_500,agent_071,234245.0,High Income (>$200k),Conservative,$500,The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_071_5000,agent_071,234245.0,High Income (>$200k),Conservative,"$5,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $5,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_071_500000,agent_071,234245.0,High Income (>$200k),Conservative,"$500,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_072_500,agent_072,140715.0,High Income (>$200k),Liberal,$500,The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $500. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_072_5000,agent_072,140715.0,High Income (>$200k),Liberal,"$5,000",The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $5,000. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_072_500000,agent_072,140715.0,High Income (>$200k),Liberal,"$500,000",The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $500,000. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_073_500,agent_073,215415.0,High Income (>$200k),Conservative,$500,The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_073_5000,agent_073,215415.0,High Income (>$200k),Conservative,"$5,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $5,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_073_500000,agent_073,215415.0,High Income (>$200k),Conservative,"$500,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_074_500,agent_074,140202.0,High Income (>$200k),Conservative,$500,The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_074_5000,agent_074,140202.0,High Income (>$200k),Conservative,"$5,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $5,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_074_500000,agent_074,140202.0,High Income (>$200k),Conservative,"$500,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_075_500,agent_075,208308.0,High Income (>$200k),Conservative,$500,The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_075_5000,agent_075,208308.0,High Income (>$200k),Conservative,"$5,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $5,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_075_500000,agent_075,208308.0,High Income (>$200k),Conservative,"$500,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_076_500,agent_076,142498.0,High Income (>$200k),Conservative,$500,The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_076_5000,agent_076,142498.0,High Income (>$200k),Conservative,"$5,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $5,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_076_500000,agent_076,142498.0,High Income (>$200k),Conservative,"$500,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_077_500,agent_077,141007.0,High Income (>$200k),Conservative,$500,The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_077_5000,agent_077,141007.0,High Income (>$200k),Conservative,"$5,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $5,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_077_500000,agent_077,141007.0,High Income (>$200k),Conservative,"$500,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_078_500,agent_078,379947.0,High Income (>$200k),Conservative,$500,The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_078_5000,agent_078,379947.0,High Income (>$200k),Conservative,"$5,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $5,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_078_500000,agent_078,379947.0,High Income (>$200k),Conservative,"$500,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_079_500,agent_079,141250.0,High Income (>$200k),Conservative,$500,The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_079_5000,agent_079,141250.0,High Income (>$200k),Conservative,"$5,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $5,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_079_500000,agent_079,141250.0,High Income (>$200k),Conservative,"$500,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_080_500,agent_080,140189.0,High Income (>$200k),Liberal,$500,The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $500. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_080_5000,agent_080,140189.0,High Income (>$200k),Liberal,"$5,000",The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $5,000. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_080_500000,agent_080,140189.0,High Income (>$200k),Liberal,"$500,000",The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $500,000. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_081_500,agent_081,141979.0,High Income (>$200k),Conservative,$500,The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_081_5000,agent_081,141979.0,High Income (>$200k),Conservative,"$5,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $5,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_081_500000,agent_081,141979.0,High Income (>$200k),Conservative,"$500,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_082_500,agent_082,140325.0,High Income (>$200k),Conservative,$500,The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_082_5000,agent_082,140325.0,High Income (>$200k),Conservative,"$5,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $5,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_082_500000,agent_082,140325.0,High Income (>$200k),Conservative,"$500,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_083_500,agent_083,385966.0,High Income (>$200k),Conservative,$500,The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_083_5000,agent_083,385966.0,High Income (>$200k),Conservative,"$5,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $5,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_083_500000,agent_083,385966.0,High Income (>$200k),Conservative,"$500,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_084_500,agent_084,213997.0,High Income (>$200k),Liberal,$500,The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $500. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_084_5000,agent_084,213997.0,High Income (>$200k),Liberal,"$5,000",The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $5,000. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_084_500000,agent_084,213997.0,High Income (>$200k),Liberal,"$500,000",The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $500,000. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_085_500,agent_085,218397.0,High Income (>$200k),Conservative,$500,The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_085_5000,agent_085,218397.0,High Income (>$200k),Conservative,"$5,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $5,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_085_500000,agent_085,218397.0,High Income (>$200k),Conservative,"$500,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_086_500,agent_086,227133.0,High Income (>$200k),Conservative,$500,The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_086_5000,agent_086,227133.0,High Income (>$200k),Conservative,"$5,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $5,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_086_500000,agent_086,227133.0,High Income (>$200k),Conservative,"$500,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_087_500,agent_087,142524.0,High Income (>$200k),Conservative,$500,The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_087_5000,agent_087,142524.0,High Income (>$200k),Conservative,"$5,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $5,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_087_500000,agent_087,142524.0,High Income (>$200k),Conservative,"$500,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_088_500,agent_088,141611.0,High Income (>$200k),Liberal,$500,The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $500. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_088_5000,agent_088,141611.0,High Income (>$200k),Liberal,"$5,000",The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $5,000. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_088_500000,agent_088,141611.0,High Income (>$200k),Liberal,"$500,000",The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $500,000. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_089_500,agent_089,237697.0,High Income (>$200k),Conservative,$500,The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_089_5000,agent_089,237697.0,High Income (>$200k),Conservative,"$5,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $5,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_089_500000,agent_089,237697.0,High Income (>$200k),Conservative,"$500,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
